a,b,c,d,target
13.44,16.0,0.13,14.2,10.0
7.17,10.0,0.2,9.75,8.0
11.14,10.0,0.11,10.0,10.0
3.86,10.0,0.39,8.0,10.0
8.57,10.0,0.27,8.57,15.0
10.0,10.0,0.24,10.0,10.0
7.83,10.0,0.19,10.0,10.0
8.54,10.0,0.28,10.43,11.0
15.0,15.0,0.06,15.0,21.0
19.0,15.0,0.31,18.25,10.0
12.12,15.0,0.15,12.33,15.0
19.31,36.0,0.38,28.0,26.0
6.9,20.0,0.18,15.0,20.0
10.0,10.0,0.16,10.0,15.0
15.0,15.0,0.08,15.0,15.0
11.0,16.0,0.11,12.75,15.0
9.76,20.0,0.22,17.75,20.0
7.29,10.0,0.15,10.0,10.0
13.67,12.0,0.17,13.4,11.0
9.92,11.0,0.27,11.8,25.0
5.65,5.0,0.49,5.8,7.0
10.88,25.0,0.15,25.0,25.0
5.0,3.0,0.23,3.86,5.0
85.0,100.0,0.13,100.0,100.0
4.26,5.0,0.44,5.25,5.0
3.17,3.0,0.35,3.4,5.0
15.33,23.0,0.1,23.0,23.0
12.5,15.0,0.12,15.0,15.0
10.88,15.0,0.14,15.0,10.0
68.8,50.0,0.13,50.0,75.0
5.91,11.0,0.2,7.17,11.0
11.19,17.0,0.21,17.0,17.0
3.15,3.0,0.64,3.44,4.0
7.5,14.0,0.19,14.33,20.0
27.29,43.0,0.19,39.6,45.0
10.0,12.0,0.22,10.71,17.0
7.32,11.0,0.38,8.5,5.0
14.5,20.0,0.1,20.0,20.0
25.0,25.0,0.06,25.0,25.0
30.0,30.0,0.05,30.0,30.0
21.67,25.0,0.12,25.0,25.0
16.43,20.0,0.17,17.5,20.0
12.4,20.0,0.11,0.0,10.0
12.17,20.0,0.13,16.33,15.0
8.89,12.0,0.47,10.89,11.0
11.12,16.0,0.27,16.0,16.0
9.23,9.0,0.23,10.0,10.0
16.67,20.0,0.09,0.0,25.0
12.53,10.0,0.26,20.0,25.0
8.38,10.0,0.19,11.0,20.0
3.4,6.0,0.26,4.5,6.0
7.0,12.0,0.17,10.67,11.0
15.0,20.0,0.1,17.5,10.0
5.5,7.0,0.24,5.5,8.0
16.67,20.0,0.27,16.67,25.0
7.25,13.0,0.25,11.5,10.0
18.33,10.0,0.14,22.5,20.0
22.79,10.0,0.34,12.5,50.0
12.75,10.0,0.25,21.0,25.0
20.0,20.0,0.08,20.0,25.0
2.71,3.0,0.47,3.67,2.0
17.92,25.0,0.16,25.2,25.0
11.4,12.0,0.17,11.4,12.0
7.0,12.0,0.2,10.67,15.0
5.94,6.0,0.42,6.43,10.0
9.0,10.0,0.16,10.5,12.0
8.27,5.0,0.33,8.5,8.0
13.0,6.0,0.14,20.0,22.0
6.75,10.0,0.21,8.2,9.0
8.71,5.0,0.33,10.14,8.0
12.33,15.0,0.14,12.33,12.0
12.08,14.0,0.25,12.5,5.0
13.0,15.0,0.14,13.0,20.0
14.25,25.0,0.12,17.33,25.0
15.33,10.0,0.08,18.0,18.0
11.38,5.0,0.27,5.67,5.0
14.0,20.0,0.1,14.0,20.0
20.0,25.0,0.11,20.0,25.0
6.71,10.0,0.26,8.75,5.0
4.44,5.0,0.25,5.0,5.0
9.86,12.0,0.2,11.33,15.0
9.0,10.0,0.2,10.0,10.0
4.1,3.0,0.38,3.86,3.0
8.11,15.0,0.22,10.0,5.0
11.08,20.0,0.2,18.0,18.0
16.0,16.0,0.08,16.0,5.0
11.0,17.0,0.09,11.0,19.0
7.5,10.0,0.17,7.5,15.0
8.5,20.0,0.12,13.5,25.0
12.83,15.0,0.13,13.5,15.0
5.1,8.0,0.3,6.62,11.0
18.42,20.5,0.2,18.88,28.0
5.52,5.0,0.4,6.25,5.0
10.87,10.0,0.23,11.5,11.0
13.38,17.0,0.17,15.67,18.0
4.43,7.0,0.28,6.75,5.0
8.0,10.0,0.15,8.0,15.0
15.0,20.0,0.09,15.0,20.0
15.0,15.0,0.08,15.0,21.0
20.0,20.0,0.07,20.0,25.0
20.0,30.0,0.09,27.5,50.0
27.62,34.0,0.17,28.0,50.0
6.33,10.0,0.35,7.38,8.0
9.5,12.0,0.25,11.0,18.0
7.25,11.0,0.18,7.67,10.0
12.26,25.0,0.18,16.6,20.0
9.17,5.0,0.5,5.71,15.0
11.22,15.0,0.15,13.33,13.0
8.35,14.0,0.43,13.0,20.0
6.57,5.0,0.25,7.0,5.0
9.1,15.0,0.17,15.0,15.0
7.08,13.0,0.34,13.0,13.0
7.25,10.0,0.2,9.33,10.0
21.0,22.0,0.1,21.0,21.0
7.38,4.0,0.61,7.86,8.0
2.62,5.0,0.29,3.17,5.0
11.5,15.0,0.11,15.0,10.0
17.0,25.0,0.13,18.33,25.0
5.0,3.0,0.29,5.57,5.0
5.5,4.5,0.21,6.2,10.0
8.75,5.0,0.17,8.5,8.0
8.4,21.0,0.17,21.0,26.0
11.0,17.0,0.23,15.67,16.0
7.05,8.0,0.24,8.0,5.0
5.12,5.0,0.37,5.0,10.0
15.0,15.0,0.09,12.5,15.0
12.17,17.0,0.12,12.5,5.0
7.86,15.0,0.14,15.0,5.0
6.93,3.0,0.25,9.0,10.0
6.93,5.0,0.21,9.33,12.0
13.52,10.0,0.3,13.0,10.0
16.0,15.0,0.16,16.33,10.0
9.0,11.0,0.19,10.33,10.0
18.33,10.0,0.08,17.5,10.0
25.0,25.0,0.06,25.0,45.0
9.67,13.0,0.19,13.0,13.0
24.44,25.0,0.13,25.0,25.0
13.6,15.0,0.16,16.25,10.0
9.17,15.0,0.11,15.0,10.0
5.0,5.0,0.36,5.83,6.0
10.29,14.0,0.21,14.0,15.0
17.33,17.0,0.1,17.33,20.0
26.0,26.0,0.07,26.0,15.0
7.75,10.0,0.28,10.4,11.0
14.89,20.0,0.24,18.25,20.0
6.92,12.0,0.22,10.4,10.0
25.0,25.0,0.07,25.0,10.0
7.31,10.0,0.19,10.0,20.0
10.0,10.0,0.29,10.0,5.0
18.06,25.0,0.21,18.0,24.0
46.33,46.0,0.12,46.33,100.0
12.6,20.0,0.19,15.0,23.0
4.43,4.0,0.33,4.5,3.0
10.55,13.0,0.16,12.33,12.0
20.0,20.0,0.07,20.0,20.0
16.0,15.0,0.17,16.0,15.0
12.42,13.0,0.34,13.0,10.0
4.75,5.0,0.16,5.0,5.0
16.2,10.0,0.13,17.0,19.0
9.67,15.0,0.15,12.33,15.0
16.43,15.0,0.16,20.0,15.0
9.5,12.0,0.17,9.5,8.0
8.58,20.0,0.25,15.5,10.0
11.0,25.0,0.13,20.0,25.0
5.0,5.0,0.59,5.0,5.0
16.65,22.0,0.31,23.17,25.0
36.8,100.0,0.15,70.0,100.0
10.78,20.0,0.17,20.0,10.0
8.57,5.0,0.15,12.5,5.0
13.47,14.0,0.29,14.5,15.0
11.54,30.0,0.19,30.0,35.0
12.62,17.0,0.15,17.33,17.0
17.14,25.0,0.16,22.5,25.0
9.33,15.0,0.12,12.5,20.0
8.25,20.0,0.14,10.0,20.0
6.92,10.0,0.29,15.0,10.0
13.5,17.0,0.09,17.0,17.0
5.0,6.0,0.22,5.0,5.0
4.36,5.0,0.33,5.0,5.0
13.14,16.0,0.12,16.0,10.0
20.0,20.0,0.13,20.0,20.0
15.0,15.0,0.17,15.0,15.0
9.53,15.0,0.24,14.0,15.0
20.42,25.0,0.18,25.0,40.0
3.92,3.0,0.23,4.2,3.0
6.22,10.0,0.33,9.33,14.0
20.18,25.0,0.13,25.5,34.0
6.3,6.0,0.32,6.8,7.0
28.33,35.0,0.05,35.0,40.0
15.0,15.0,0.09,15.0,30.0
9.38,20.0,0.15,20.0,20.0
20.25,25.0,0.14,20.25,23.0
9.6,10.0,0.22,11.33,16.0
3.49,7.0,0.4,5.12,25.0
6.89,8.0,0.36,8.29,9.0
15.0,15.0,0.13,15.0,25.0
15.0,20.0,0.17,20.0,20.0
11.29,10.0,0.18,11.8,10.0
9.2,15.0,0.19,13.67,21.0
9.67,15.0,0.11,12.5,10.0
9.88,15.0,0.22,11.5,20.0
13.67,17.0,0.2,16.0,15.0
6.8,20.0,0.28,8.0,5.0
13.67,20.0,0.09,15.5,20.0
5.24,9.0,0.38,7.4,7.0
7.87,10.0,0.38,9.83,10.0
8.79,14.0,0.3,12.25,10.0
10.6,13.0,0.14,12.0,20.0
13.51,20.0,0.52,20.67,38.0
3.8,3.0,0.24,4.33,5.0
7.56,9.0,0.39,8.57,11.0
8.42,10.0,0.28,10.0,10.0
4.5,5.0,0.26,4.86,7.0
10.43,20.0,0.19,20.0,20.0
25.0,25.0,0.06,25.0,150.0
7.25,10.0,0.22,9.0,11.0
9.0,10.0,0.2,10.0,10.0
7.58,10.0,0.24,8.43,8.0
10.25,24.0,0.14,10.25,30.0
5.57,10.0,0.3,7.33,10.0
4.0,4.0,0.3,4.14,4.0
7.67,8.0,0.25,7.2,5.0
27.5,30.0,0.07,27.5,30.0
7.75,10.0,0.18,8.33,10.0
13.0,16.0,0.07,16.0,10.0
7.92,6.0,0.32,7.33,5.0
9.86,15.0,0.14,12.5,5.0
4.25,5.0,0.3,5.5,5.0
15.0,21.0,0.17,21.5,22.0
11.0,15.0,0.18,14.25,23.0
11.29,20.0,0.25,12.2,12.0
20.0,20.0,0.06,20.0,25.0
8.57,12.0,0.19,9.6,10.0
10.33,16.0,0.09,13.0,10.0
9.15,10.0,0.21,12.5,15.0
15.5,17.0,0.12,17.33,17.0
8.11,7.0,0.3,9.33,15.0
8.81,10.0,0.28,11.0,10.0
7.61,10.0,0.27,5.0,5.0
9.5,15.0,0.16,12.5,15.0
4.59,9.0,0.43,4.83,8.0
5.58,10.0,0.2,10.0,10.0
12.56,21.0,0.13,18.0,10.0
25.0,25.0,0.06,25.0,25.0
17.62,30.0,0.13,23.33,15.0
6.56,5.0,0.23,7.5,10.0
12.2,19.0,0.25,13.67,10.0
4.35,3.0,0.34,4.43,5.0
28.75,50.0,0.17,28.75,30.0
13.5,15.0,0.21,18.0,15.0
7.29,10.0,0.26,7.67,8.0
11.19,17.0,0.32,15.5,10.0
10.89,25.0,0.14,20.0,30.0
13.38,20.0,0.17,17.5,30.0
15.0,15.0,0.1,0.0,10.0
8.0,6.0,0.23,13.33,10.0
7.6,10.0,0.15,8.67,7.0
3.3,5.0,0.3,3.75,5.0
20.0,20.0,0.11,20.0,20.0
12.5,10.0,0.11,12.5,10.0
5.17,3.0,0.34,5.5,5.0
14.41,20.0,0.33,16.83,20.0
12.5,16.0,0.1,14.0,5.0
15.0,20.0,0.07,20.0,25.0
25.57,29.0,0.12,30.5,30.0
8.12,12.0,0.22,8.83,11.0
4.8,3.0,0.23,5.25,4.5
6.33,15.0,0.23,7.75,15.0
10.8,15.0,0.3,14.0,13.0
17.88,24.0,0.25,19.78,20.0
8.65,0.0,0.22,10.0,5.0
4.71,6.0,0.19,7.33,5.0
11.95,13.0,0.27,13.0,10.0
4.85,3.0,0.41,4.73,4.0
4.82,7.0,0.45,5.57,3.0
5.0,25.0,0.3,4.25,5.0
17.7,30.0,0.11,27.5,30.0
23.85,5.0,0.47,7.67,8.0
5.43,10.0,0.21,10.0,10.0
13.0,16.0,0.1,16.0,18.0
11.45,15.0,0.2,14.2,20.0
15.25,25.0,0.17,18.0,23.0
38.0,60.0,0.1,55.0,25.0
25.0,25.0,0.06,25.0,16.0
4.94,5.0,0.28,5.33,4.0
9.0,10.0,0.24,9.25,10.0
10.65,20.0,0.24,19.33,20.0
10.0,10.0,0.13,10.0,12.0
7.56,10.0,0.32,8.12,10.0
7.87,15.0,0.23,15.0,20.0
8.33,5.0,0.13,8.33,10.0
33.33,50.0,0.12,33.33,20.0
9.5,11.0,0.19,10.2,20.0
5.94,10.0,0.28,6.75,10.0
15.0,20.0,0.17,18.5,20.0
5.13,5.0,0.27,5.4,5.0
14.17,10.0,0.24,15.0,15.0
8.08,8.0,0.25,10.0,10.0
8.0,15.0,0.12,9.0,17.0
6.16,5.0,0.23,6.75,5.0
12.8,16.0,0.11,15.0,15.0
8.67,10.0,0.16,10.0,16.0
25.0,25.0,0.08,25.0,20.0
3.0,5.0,0.47,3.4,3.0
5.0,5.0,0.45,5.1,5.0
16.14,25.0,0.24,17.0,20.0
6.67,5.0,0.21,7.5,10.0
18.33,25.0,0.08,25.0,25.0
8.25,25.0,0.23,12.0,10.0
25.0,25.0,0.06,25.0,25.0
15.0,20.0,0.08,17.5,20.0
7.08,11.0,0.38,9.67,5.0
12.6,10.0,0.28,18.4,15.0
15.6,20.0,0.17,15.6,5.0
16.48,30.0,0.27,27.5,30.0
16.6,19.0,0.14,18.25,23.0
5.64,10.0,0.35,7.5,10.0
15.08,20.0,0.18,20.0,25.0
10.0,15.0,0.16,10.0,13.0
9.0,12.0,0.16,11.4,5.0
11.5,15.0,0.11,11.5,15.0
12.85,20.0,0.19,19.25,25.0
3.25,3.0,0.36,4.0,3.0
7.55,12.0,0.23,10.67,11.0
18.0,25.0,0.13,21.67,25.0
15.0,15.0,0.08,15.0,15.0
4.5,3.0,0.38,4.5,4.0
10.43,20.0,0.12,15.0,17.0
8.95,12.0,0.3,11.0,10.0
11.75,25.0,0.1,25.0,15.0
6.64,6.0,0.32,7.12,12.0
6.64,10.0,0.33,10.0,10.0
15.2,18.0,0.17,17.0,17.0
12.33,15.0,0.1,15.0,21.0
10.33,15.0,0.11,15.0,15.0
15.17,21.0,0.15,21.0,21.0
7.93,8.0,0.28,9.17,9.0
13.89,15.0,0.14,11.33,15.0
3.15,5.0,0.33,3.8,4.0
12.5,18.0,0.27,17.25,17.0
10.2,16.0,0.14,13.67,20.0
18.43,25.0,0.15,25.0,25.0
5.95,7.0,0.3,5.57,6.0
13.88,20.0,0.2,8.2,20.0
5.08,5.0,0.27,5.33,5.0
9.6,15.0,0.18,13.67,18.0
11.48,14.0,0.37,14.0,14.0
11.0,21.0,0.1,21.0,21.0
13.18,20.0,0.2,17.0,20.0
14.0,25.0,0.14,14.0,25.0
15.0,20.0,0.1,15.0,15.0
23.33,25.0,0.08,25.0,200.0
12.5,10.0,0.12,15.0,25.0
20.0,20.0,0.08,20.0,20.0
13.0,18.0,0.15,0.0,18.0
2.44,3.0,0.71,2.73,2.0
8.67,10.0,0.33,10.0,10.0
14.81,22.0,0.3,18.4,37.0
12.0,13.0,0.14,12.0,20.0
9.8,12.0,0.15,11.33,15.0
11.2,15.0,0.12,14.0,15.0
9.44,10.0,0.23,11.67,10.0
53.0,53.0,0.07,53.0,25.0
5.67,7.0,0.24,6.2,12.0
7.35,8.0,0.38,8.67,7.0
13.21,20.0,0.18,15.0,15.0
14.67,25.0,0.2,25.0,25.0
5.3,5.0,0.32,5.4,7.0
10.5,6.0,0.12,15.0,10.0
15.0,15.0,0.07,15.0,15.0
5.08,10.0,0.22,6.33,5.0
11.33,20.0,0.17,17.5,10.0
5.8,6.0,0.21,4.75,5.0
13.0,16.0,0.09,13.0,5.0
4.35,5.0,0.26,5.0,5.0
15.0,15.0,0.17,15.0,25.0
103.57,100.0,0.1,116.67,75.0
8.57,15.0,0.13,12.5,10.0
5.29,5.0,0.31,5.12,5.0
7.08,5.0,0.32,9.0,10.0
13.25,25.0,0.26,23.33,25.0
3.15,5.0,0.47,5.5,5.0
8.5,12.0,0.25,12.0,10.0
9.5,15.0,0.18,13.0,15.0
5.83,10.0,0.21,6.67,10.0
11.43,15.0,0.17,15.0,15.0
7.22,7.0,0.29,7.0,6.0
25.0,25.0,0.16,25.0,25.0
15.0,20.0,0.08,15.0,25.0
10.5,6.0,0.14,15.0,16.0
13.33,15.0,0.12,13.33,21.0
3.12,2.0,0.3,4.0,2.0
10.06,15.0,0.23,15.0,15.0
9.71,5.0,0.2,10.6,9.0
18.0,21.0,0.1,18.0,10.0
8.09,10.0,0.17,15.0,15.0
16.25,15.0,0.1,18.33,25.0
5.46,5.0,0.33,9.0,5.0
14.22,20.0,0.21,16.0,10.0
15.33,16.0,0.18,16.4,18.0
9.4,15.0,0.19,8.0,5.0
15.0,15.0,0.07,15.0,15.0
15.0,10.0,0.11,20.0,5.0
15.0,20.0,0.08,15.0,20.0
20.64,25.0,0.16,21.56,25.0
13.0,16.0,0.09,13.0,25.0
5.73,5.0,0.16,5.0,5.0
10.0,15.0,0.1,10.0,15.0
7.0,8.0,0.15,7.0,12.0
5.44,5.0,0.2,6.25,5.0
4.62,5.0,0.3,5.0,5.0
13.0,16.0,0.09,13.0,20.0
10.27,20.0,0.2,15.0,20.0
9.81,11.0,0.21,11.25,10.0
2.57,5.0,0.29,2.67,2.0
9.0,10.0,0.19,10.0,10.0
20.0,20.0,0.07,20.0,10.0
4.4,5.0,0.3,5.0,5.0
9.25,12.0,0.15,10.67,11.0
9.0,15.0,0.14,11.67,12.0
26.83,39.0,0.86,46.5,47.0
3.84,3.0,0.38,4.62,6.0
9.17,23.0,0.14,23.0,40.0
20.0,25.0,0.09,20.0,20.0
8.0,10.0,0.22,9.6,15.0
12.69,16.0,0.22,16.0,16.0
31.82,100.0,0.17,38.0,50.0
11.33,13.0,0.19,11.33,12.0
7.5,5.0,0.31,8.5,10.0
7.5,10.0,0.33,17.5,10.0
22.25,19.0,0.09,17.0,20.0
9.57,15.0,0.14,15.0,10.0
19.17,25.0,0.15,25.67,25.0
5.62,10.0,0.41,7.5,10.0
9.5,15.0,0.18,12.0,15.0
20.0,20.0,0.08,20.0,40.0
5.13,10.0,0.23,7.0,5.0
10.4,25.0,0.16,13.67,25.0
7.75,8.0,0.15,9.33,9.0
4.44,6.0,0.26,4.83,5.0
14.2,15.0,0.17,14.2,15.0
8.88,10.0,0.22,9.0,50.0
2.58,3.0,0.49,3.15,3.0
4.92,7.0,0.32,5.43,5.0
8.16,10.0,0.26,10.8,10.0
13.11,25.0,0.16,20.0,30.0
10.23,11.0,0.24,11.5,12.0
8.62,15.0,0.19,13.0,21.0
5.22,6.0,0.35,6.29,6.0
7.0,8.0,0.17,6.0,7.0
11.0,13.0,0.19,11.83,14.0
14.1,24.0,0.25,24.0,25.0
4.0,5.0,0.27,5.0,10.0
9.7,12.0,0.29,10.67,15.0
9.5,15.0,0.1,13.0,17.0
13.78,17.0,0.16,16.6,25.0
4.69,7.0,0.27,5.71,5.0
20.0,25.0,0.09,25.0,25.0
7.57,9.0,0.6,7.6,5.0
12.2,15.0,0.12,17.5,10.0
10.06,17.0,0.21,17.0,21.0
8.14,10.0,0.33,9.25,7.0
8.0,5.0,0.31,10.2,12.0
12.62,18.0,0.19,18.0,24.0
6.41,10.0,0.3,7.0,7.0
14.82,20.0,0.16,20.0,10.0
4.69,5.0,0.25,8.0,4.0
10.0,15.0,0.1,12.5,15.0
3.21,6.0,0.28,3.4,3.0
21.67,20.0,0.11,25.0,20.0
13.0,20.0,0.2,13.0,15.0
7.77,17.0,0.19,17.0,23.0
5.92,7.0,0.24,5.8,8.0
9.95,12.0,0.26,11.0,10.0
4.9,6.0,0.29,5.43,5.0
13.0,10.0,0.25,12.14,14.0
25.0,25.0,0.07,25.0,25.0
7.55,12.0,0.24,10.5,14.0
15.8,21.0,0.19,19.5,25.0
9.83,10.0,0.21,11.0,5.0
12.5,20.0,0.1,12.5,25.0
20.0,25.0,0.11,17.5,25.0
8.62,10.0,0.21,10.0,10.0
10.18,14.0,0.17,14.0,14.0
4.27,10.0,0.24,5.33,10.0
11.67,15.0,0.12,11.67,10.0
15.4,19.0,0.1,18.0,19.0
15.57,23.0,0.16,20.5,36.0
11.29,12.0,0.15,12.67,15.0
6.11,7.0,0.19,7.8,9.0
10.44,10.0,0.27,15.0,10.0
8.47,10.0,0.22,12.5,5.0
30.29,40.0,0.13,35.5,42.0
9.5,15.0,0.14,10.0,13.0
8.83,10.0,0.2,11.5,10.0
4.79,5.0,0.24,5.5,20.0
10.0,13.0,0.14,10.0,10.0
3.36,3.0,0.41,4.38,5.0
4.71,5.0,0.27,5.4,5.0
12.17,15.0,0.29,13.67,10.0
10.6,20.0,0.32,16.67,10.0
20.0,20.0,0.08,20.0,15.0
4.83,4.0,0.36,4.67,5.0
4.41,7.0,0.32,7.0,10.0
10.0,15.0,0.17,12.5,15.0
5.35,10.0,0.35,8.0,12.0
9.33,15.0,0.13,11.67,20.0
10.8,10.0,0.18,10.0,10.0
8.25,10.0,0.15,8.25,20.0
10.27,12.0,0.18,10.67,13.0
6.37,10.0,0.21,10.0,10.0
25.0,25.0,0.07,25.0,25.0
30.0,35.0,0.1,30.0,50.0
13.0,16.0,0.08,16.0,16.0
14.8,30.0,0.12,25.0,35.0
10.31,12.0,0.21,12.0,12.0
6.12,5.0,0.34,6.43,6.0
13.11,10.0,0.21,13.2,13.0
5.0,10.0,0.27,6.4,5.0
7.62,10.0,0.19,8.5,9.0
12.57,14.0,0.5,13.17,15.0
8.86,7.0,0.2,8.67,10.0
15.0,15.0,0.08,15.0,15.0
7.3,10.0,0.2,12.0,10.0
4.95,6.0,0.29,4.5,4.0
7.0,7.0,0.16,8.75,5.0
18.5,24.0,0.14,22.0,24.0
9.17,10.0,0.22,11.43,11.0
17.25,22.0,0.09,22.0,22.0
9.53,0.0,0.19,11.25,10.0
17.0,20.0,0.16,20.0,20.0
11.12,10.0,0.57,12.5,10.0
5.25,6.0,0.28,6.0,6.0
7.08,9.0,0.44,9.5,5.0
11.86,17.0,0.31,17.0,19.0
8.04,14.0,0.61,10.33,12.0
13.25,10.0,0.18,10.0,11.0
15.0,15.0,0.08,0.0,15.0
11.67,15.0,0.11,15.0,15.0
12.5,15.0,0.13,12.5,14.0
7.92,10.0,0.18,11.0,10.0
6.0,10.0,0.24,9.5,1.0
11.0,10.0,0.15,10.0,20.0
10.41,11.0,0.54,12.57,10.0
5.0,5.0,0.32,5.0,5.0
10.36,13.0,0.17,11.0,10.0
6.71,10.0,0.28,6.67,10.0
13.0,17.0,0.18,16.0,10.0
14.0,18.0,0.11,14.0,20.0
3.25,3.0,0.32,4.83,10.0
4.15,6.0,0.32,4.44,4.0
9.77,10.0,0.24,10.67,10.0
12.0,10.0,0.19,14.0,15.0
8.6,15.0,0.1,12.5,12.0
13.0,16.0,0.12,13.0,20.0
5.21,7.0,0.26,6.0,5.0
16.0,17.0,0.06,17.0,21.0
20.0,20.0,0.07,20.0,10.0
10.0,11.0,0.15,10.0,10.0
8.34,16.0,0.23,12.5,20.0
8.19,11.0,0.44,10.0,11.0
6.12,10.0,0.22,7.25,10.0
6.4,15.0,0.15,13.0,15.0
7.0,10.0,0.17,6.67,7.0
8.45,10.0,0.17,11.0,10.0
6.5,8.0,0.17,6.5,10.0
4.61,5.0,0.46,5.0,5.0
15.67,15.0,0.13,15.67,16.0
13.31,10.0,0.26,10.0,12.0
25.0,25.0,0.06,25.0,25.0
22.5,25.0,0.08,22.5,25.0
8.25,9.0,0.31,9.8,8.0
10.0,34.0,0.19,34.0,25.0
10.54,20.0,0.21,17.5,10.0
6.05,7.0,0.49,6.8,8.0
8.86,11.0,0.17,10.0,10.0
3.93,5.0,0.3,5.0,6.0
15.73,21.0,0.19,21.0,26.0
4.85,5.0,0.26,8.0,2.0
12.2,14.0,0.12,13.0,15.0
27.5,35.0,0.06,35.0,25.0
10.0,15.0,0.09,10.0,15.0
6.71,15.0,0.26,15.0,10.0
13.0,20.0,0.14,16.5,5.0
4.14,4.0,0.27,4.17,4.0
15.33,20.0,0.11,20.0,25.0
11.09,17.0,0.15,17.0,23.0
16.79,23.0,0.18,23.0,23.0
12.5,20.0,0.1,12.5,9.0
6.29,5.0,0.38,7.33,7.0
6.6,10.0,0.21,6.75,5.0
20.0,20.0,0.07,20.0,20.0
14.0,20.0,0.43,14.2,17.0
12.21,11.0,0.2,13.83,12.0
21.67,25.0,0.12,21.67,10.0
10.5,16.0,0.21,14.0,32.0
11.53,21.0,0.2,16.33,20.0
7.84,8.0,0.56,7.82,7.0
11.54,16.0,0.21,14.57,14.0
6.67,6.0,0.3,6.75,10.0
13.75,15.0,0.17,13.75,15.0
4.57,5.0,0.28,5.0,5.0
14.7,17.0,0.17,15.67,25.0
7.15,15.0,0.26,15.0,10.0
13.3,14.0,0.2,14.0,15.0
10.67,18.0,0.21,13.9,15.0
11.0,25.0,0.09,25.0,25.0
6.43,7.0,0.23,7.4,6.0
9.75,10.0,0.21,10.67,10.0
8.75,10.0,0.15,8.75,12.0
7.5,15.0,0.13,15.0,10.0
7.75,10.0,0.2,10.0,10.0
19.4,12.0,0.19,16.6,15.0
8.78,10.0,0.28,10.0,10.0
6.14,6.0,0.2,6.33,6.0
10.64,10.0,0.25,13.0,12.0
4.55,5.0,0.35,4.55,4.0
6.0,9.0,0.23,9.2,9.0
7.91,9.0,0.37,8.2,8.0
8.54,11.0,0.23,10.5,10.0
11.5,22.0,0.25,12.0,10.0
15.0,20.0,0.07,15.0,25.0
9.38,20.0,0.24,20.0,10.0
25.5,28.0,0.08,25.5,28.0
8.83,11.0,0.2,10.5,13.0
11.82,20.0,0.17,20.0,20.0
11.0,17.0,0.15,11.0,20.0
7.24,5.0,0.54,6.25,5.0
5.36,5.0,0.22,6.4,5.0
13.43,22.0,0.13,19.0,37.0
3.53,10.0,0.27,7.5,5.0
11.73,17.0,0.15,16.33,10.0
7.58,15.0,0.19,15.0,20.0
6.22,7.0,0.47,7.57,9.0
12.14,25.0,0.33,22.33,25.0
7.1,7.0,0.18,7.33,20.0
10.67,20.0,0.09,13.5,10.0
3.17,5.0,0.26,3.4,3.0
7.82,15.0,0.32,15.0,21.0
10.0,18.0,0.13,14.33,18.0
11.4,10.0,0.14,12.33,12.0
7.58,10.0,0.2,10.0,10.0
5.17,10.0,0.2,5.75,5.0
10.62,17.0,0.15,15.0,23.0
6.33,8.0,0.23,6.6,11.0
7.17,10.0,0.15,10.0,8.0
6.63,15.0,0.36,11.33,15.0
9.0,10.0,0.11,12.5,15.0
19.4,25.0,0.14,20.0,30.0
6.5,10.0,0.18,7.25,10.0
12.33,15.0,0.11,12.33,10.0
6.6,7.0,0.22,7.0,7.0
6.44,10.0,0.39,8.75,10.0
4.08,4.0,0.24,4.75,4.0
20.0,20.0,0.08,20.0,20.0
8.56,11.0,0.22,11.0,20.0
9.67,10.0,0.23,11.0,10.0
15.0,15.0,0.07,15.0,10.0
10.83,20.0,0.12,14.0,15.0
5.58,7.0,0.31,5.44,5.0
4.75,3.0,0.5,5.4,5.0
8.29,10.0,0.22,10.0,10.0
8.96,11.0,0.33,10.25,10.0
8.67,15.0,0.14,10.0,20.0
20.0,20.0,0.08,20.0,25.0
7.48,10.0,0.37,13.0,11.0
5.09,5.0,0.33,5.25,5.0
7.4,10.0,0.18,8.4,15.0
4.17,4.0,0.36,4.22,4.0
25.0,25.0,0.06,25.0,50.0
10.88,10.0,0.38,15.0,20.0
9.7,20.0,0.18,17.5,25.0
6.75,11.0,0.18,7.0,9.0
7.77,10.0,0.29,8.83,10.0
11.82,14.0,0.25,14.86,15.0
17.5,20.0,0.09,15.0,21.0
7.12,10.0,0.2,7.4,5.0
25.0,25.0,0.1,25.0,25.0
10.0,15.0,0.1,10.0,17.0
8.5,7.0,0.3,7.25,6.0
4.72,9.0,0.25,7.6,10.0
11.62,15.0,0.15,14.5,5.0
10.5,14.0,0.15,12.6,13.0
18.0,25.0,0.16,35.0,5.0
25.0,25.0,0.08,25.0,25.0
13.75,20.0,0.11,20.0,15.0
4.65,3.0,0.35,4.0,7.0
4.62,12.0,0.28,12.0,12.0
25.0,25.0,0.07,25.0,25.0
25.0,25.0,0.08,25.0,30.0
17.83,10.0,0.15,18.0,18.0
12.33,20.0,0.17,15.5,20.0
14.33,15.0,0.07,15.0,20.0
20.0,20.0,0.07,20.0,20.0
3.59,8.0,0.4,5.17,12.0
8.23,10.0,0.25,8.17,8.0
11.5,20.0,0.15,20.0,25.0
12.07,15.0,0.21,15.0,15.0
40.75,47.0,0.13,47.0,47.0
